genes,,
Name,Symbol,Cross-references
toll like receptor 2,TLR2,"Comparative Toxicogenomics Database:7097, Ensembl:ENSG00000137462, GenAtlas:TLR2, GeneCard:TLR2, HGNC:HGNC:11848, HumanCyc Gene:HS06343, ModBase:O60603, NCBI Gene:7097, OMIM:114500, OMIM:246300, OMIM:603028, RefSeq DNA:NG_016229, RefSeq DNA:NT_016354, RefSeq Protein:NP_003255, RefSeq RNA:NM_003264, UCSC Genome Browser:NM_003264, UniProtKB:B3KWR9, UniProtKB:D1CS45, UniProtKB:O60603"
toll like receptor 3,TLR3,"Comparative Toxicogenomics Database:7098, Ensembl:ENSG00000164342, GenAtlas:TLR3, GeneCard:TLR3, HGNC:HGNC:11849, HumanCyc Gene:HS09066, ModBase:O15455, NCBI Gene:7098, OMIM:603029, OMIM:603075, OMIM:613002, RefSeq DNA:NG_007278, RefSeq DNA:NT_016354, RefSeq Protein:NP_003256, RefSeq RNA:NM_003265, UCSC Genome Browser:NM_003265, UniProtKB:O15455"
toll like receptor 4,TLR4,"Comparative Toxicogenomics Database:7099, Ensembl:ENSG00000136869, GenAtlas:TLR4, GeneCard:TLR4, HGNC:HGNC:11850, HumanCyc Gene:HS06232, ModBase:Q9UK78, NCBI Gene:7099, OMIM:114500, OMIM:152430, OMIM:603030, OMIM:611488, RefSeq DNA:NG_011475, RefSeq DNA:NT_008470, RefSeq Protein:NP_612564, RefSeq RNA:NM_138554, RefSeq RNA:NR_024168, RefSeq RNA:NR_024169, UCSC Genome Browser:NM_003266, UniProtKB:D1CS53, UniProtKB:O00206"
actin gamma 1,ACTG1,"Comparative Toxicogenomics Database:71, Ensembl:ENSG00000184009, GenAtlas:ACTG1, GeneCard:ACTG1, HGNC:HGNC:144, HumanCyc Gene:HS01183, ModBase:P63261, NCBI Gene:71, OMIM:102560, OMIM:604717, RefSeq DNA:NG_011433, RefSeq DNA:NT_010783, RefSeq Protein:NP_001186883, RefSeq Protein:NP_001605, RefSeq RNA:NM_001199954, RefSeq RNA:NM_001614, RefSeq RNA:NR_037688, UCSC Genome Browser:NM_001614, UniProtKB:P63261"
serpin family G member 1,SERPING1,"Comparative Toxicogenomics Database:710, Ensembl:ENSG00000149131, GenAtlas:SERPING1, GeneCard:SERPING1, HGNC:HGNC:1228, HumanCyc Gene:HS07586, ModBase:Q96FE0, NCBI Gene:710, OMIM:106100, OMIM:120790, OMIM:606860, RefSeq DNA:NG_009625, RefSeq DNA:NT_167190, RefSeq Protein:NP_000053, RefSeq Protein:NP_001027466, RefSeq RNA:NM_000062, RefSeq RNA:NM_001032295, UCSC Genome Browser:NM_000062, UniProtKB:P05155"
toll like receptor 5,TLR5,"Comparative Toxicogenomics Database:7100, Comparative Toxicogenomics Database:7833, Ensembl:ENSG00000187554, GenAtlas:SLEB1, GenAtlas:TLR5, GeneCard:SLEB1, GeneCard:TLR5, HGNC:HGNC:11851, HGNC:HGNC:11080, ModBase:O60602, NCBI Gene:7100, OMIM:152700, OMIM:601744, OMIM:603031, OMIM:608556, RefSeq DNA:NG_016244, RefSeq DNA:NT_167186, RefSeq Protein:NP_003259, RefSeq RNA:NM_003268, UCSC Genome Browser:NM_003268, UniProtKB:O60602"
tetraspanin 7,TSPAN7,"Comparative Toxicogenomics Database:7102, Ensembl:ENSG00000156298, Ensembl:ENSG00000250349, GenAtlas:TSPAN7, GeneCard:TSPAN7, HGNC:HGNC:11854, HumanCyc Gene:HS08116, ModBase:P41732, NCBI Gene:7102, OMIM:300096, OMIM:300210, RefSeq DNA:NG_009160, RefSeq DNA:NT_079573, RefSeq Protein:NP_004606, RefSeq RNA:NM_004615, UCSC Genome Browser:NM_004615, UniProtKB:P41732"
tetraspanin 8,TSPAN8,"Comparative Toxicogenomics Database:7103, Ensembl:ENSG00000127324, GenAtlas:TSPAN8, GeneCard:TSPAN8, HGNC:HGNC:11855, HumanCyc Gene:HS05083, NCBI Gene:7103, OMIM:600769, RefSeq DNA:NT_029419, RefSeq Protein:NP_004607, RefSeq RNA:NM_004616, UCSC Genome Browser:NM_004616, UniProtKB:P19075"
transmembrane 4 L six family member 4,TM4SF4,"Comparative Toxicogenomics Database:7104, Ensembl:ENSG00000169903, GenAtlas:TM4SF4, GeneCard:TM4SF4, HGNC:HGNC:11856, HumanCyc Gene:HS10031, NCBI Gene:7104, OMIM:606567, RefSeq DNA:NT_005612, RefSeq Protein:NP_004608, RefSeq RNA:NM_004617, UCSC Genome Browser:NM_004617, UniProtKB:B3KP26, UniProtKB:P48230"
tetraspanin 6,TSPAN6,"Comparative Toxicogenomics Database:7105, Ensembl:ENSG00000000003, GenAtlas:TSPAN6, GeneCard:TSPAN6, HGNC:HGNC:11858, HumanCyc Gene:HS00063, NCBI Gene:7105, OMIM:300191, RefSeq DNA:NG_012534, RefSeq DNA:NT_011651, RefSeq Protein:NP_003261, RefSeq RNA:NM_003270, UCSC Genome Browser:NM_003270, UniProtKB:O43657"
tetraspanin 4,TSPAN4,"Comparative Toxicogenomics Database:7106, Ensembl:ENSG00000214063, GenAtlas:TSPAN4, GeneCard:TSPAN4, HGNC:HGNC:11859, NCBI Gene:7106, OMIM:602644, RefSeq DNA:NT_009237, RefSeq Protein:NP_001020405, RefSeq Protein:NP_001020406, RefSeq Protein:NP_001020407, RefSeq Protein:NP_001020408, RefSeq Protein:NP_001020409, RefSeq Protein:NP_001020410, RefSeq Protein:NP_003262, RefSeq RNA:NM_001025234, RefSeq RNA:NM_001025235, RefSeq RNA:NM_001025236, RefSeq RNA:NM_001025237, RefSeq RNA:NM_001025238, RefSeq RNA:NM_001025239, RefSeq RNA:NM_003271, UCSC Genome Browser:NM_003271, UniProtKB:A8MVV6, UniProtKB:O14817"
transmembrane 7 superfamily member 2,TM7SF2,"Comparative Toxicogenomics Database:7108, Ensembl:ENSG00000149809, GenAtlas:TM7SF2, GeneCard:TM7SF2, HGNC:HGNC:11863, HumanCyc Gene:HS07643, ModBase:O76062, NCBI Gene:7108, OMIM:603414, RefSeq DNA:NT_167190, RefSeq Protein:NP_003264, RefSeq RNA:NM_003273, UCSC Genome Browser:NM_003273, UniProtKB:O76062"
TATA element modulatory factor 1,TMF1,"Comparative Toxicogenomics Database:7110, Ensembl:ENSG00000144747, GenAtlas:TMF1, GeneCard:TMF1, HGNC:HGNC:11870, HumanCyc Gene:HS07201, ModBase:P82094, NCBI Gene:7110, OMIM:601126, RefSeq DNA:NT_022459, RefSeq Protein:NP_009045, RefSeq RNA:NM_007114, UCSC Genome Browser:NM_007114, UniProtKB:P82094, UniProtKB:Q6PII6"
tropomodulin 1,TMOD1,"Comparative Toxicogenomics Database:7111, Ensembl:ENSG00000136842, GeneCard:TMOD1, HGNC:HGNC:11871, HumanCyc Gene:HS06224, ModBase:P28289, NCBI Gene:7111, OMIM:190930, RefSeq DNA:NT_008470, RefSeq Protein:NP_001159588, RefSeq Protein:NP_003266, RefSeq RNA:NM_001166116, RefSeq RNA:NM_003275, UCSC Genome Browser:NM_003275, UniProtKB:P28289"
thymopoietin,TMPO,"Comparative Toxicogenomics Database:7112, Ensembl:ENSG00000120802, GenAtlas:TMPO, GeneCard:TMPO, HGNC:HGNC:11875, HumanCyc Gene:HS04437, ModBase:P42166, ModBase:P42167, NCBI Gene:7112, OMIM:188380, RefSeq DNA:NG_021393, RefSeq DNA:NT_029419, RefSeq Protein:NP_001027454, RefSeq Protein:NP_001027455, RefSeq Protein:NP_003267, RefSeq RNA:NM_001032283, RefSeq RNA:NM_001032284, RefSeq RNA:NM_003276, UCSC Genome Browser:NM_003276, UniProtKB:P42166, UniProtKB:P42167"
transmembrane serine protease 2,TMPRSS2,"Comparative Toxicogenomics Database:7113, Ensembl:ENSG00000184012, GenAtlas:TMPRSS2, GeneCard:TMPRSS2, HGNC:HGNC:11876, ModBase:O15393, NCBI Gene:7113, OMIM:602060, RefSeq DNA:NT_011512, RefSeq Protein:NP_001128571, RefSeq Protein:NP_005647, RefSeq RNA:NM_001135099, RefSeq RNA:NM_005656, UCSC Genome Browser:NM_005656, UniProtKB:O15393"
thymosin beta 4 X-linked,TMSB4X,"Comparative Toxicogenomics Database:7114, Ensembl:ENSG00000205542, GenAtlas:TMSB4X, GeneCard:TMSB4X, HGNC:HGNC:11881, ModBase:P62328, NCBI Gene:7114, OMIM:300159, RefSeq DNA:NT_167197, RefSeq Protein:NP_066932, RefSeq RNA:NM_021109, UCSC Genome Browser:NM_021109, UniProtKB:A2VCK8, UniProtKB:P62328, UniProtKB:Q0P5T0"
tumor necrosis factor,TNF,"Comparative Toxicogenomics Database:7124, Ensembl:ENSG00000204490, Ensembl:ENSG00000206439, Ensembl:ENSG00000223952, Ensembl:ENSG00000228321, Ensembl:ENSG00000228849, Ensembl:ENSG00000230108, Ensembl:ENSG00000232810, GenAtlas:TNF, GeneCard:TNF, HGNC:HGNC:11892, HumanCyc Gene:HS03486, ModBase:P01375, NCBI Gene:7124, OMIM:157300, OMIM:191160, OMIM:248310, OMIM:600807, OMIM:611162, RefSeq DNA:NG_007462, RefSeq DNA:NT_007592, RefSeq DNA:NT_113891, RefSeq DNA:NT_167244, RefSeq DNA:NT_167245, RefSeq DNA:NT_167246, RefSeq DNA:NT_167247, RefSeq DNA:NT_167248, RefSeq DNA:NT_167249, RefSeq Protein:NP_000585, RefSeq RNA:NM_000594, UCSC Genome Browser:NM_000594, UniProtKB:C1K3N5, UniProtKB:P01375, UniProtKB:Q5STB3"
TNF alpha induced protein 1,TNFAIP1,"Comparative Toxicogenomics Database:7126, Ensembl:ENSG00000109079, GenAtlas:TNFAIP1, GeneCard:TNFAIP1, HGNC:HGNC:11894, HumanCyc Gene:HS03195, ModBase:Q13829, NCBI Gene:7126, OMIM:191161, RefSeq DNA:NT_010799, RefSeq Protein:NP_066960, RefSeq RNA:NM_021137, UCSC Genome Browser:NM_021137, UniProtKB:Q13829"
TNF alpha induced protein 2,TNFAIP2,"Comparative Toxicogenomics Database:7127, Ensembl:ENSG00000185215, GenAtlas:TNFAIP2, GeneCard:TNFAIP2, HGNC:HGNC:11895, ModBase:Q03169, NCBI Gene:7127, OMIM:603300, RefSeq DNA:NT_026437, RefSeq Protein:NP_006282, RefSeq RNA:NM_006291, UCSC Genome Browser:NM_006291, UniProtKB:Q03169"
TNF alpha induced protein 3,TNFAIP3,"Comparative Toxicogenomics Database:7128, Ensembl:ENSG00000118503, GenAtlas:TNFAIP3, GeneCard:TNFAIP3, HGNC:HGNC:11896, HumanCyc Gene:HS04225, ModBase:P21580, NCBI Gene:7128, OMIM:191163, RefSeq DNA:NT_025741, RefSeq Protein:NP_006281, RefSeq RNA:NM_006290, UCSC Genome Browser:NM_006290, UniProtKB:P21580"
TNF alpha induced protein 6,TNFAIP6,"Comparative Toxicogenomics Database:7130, Ensembl:ENSG00000123610, GenAtlas:TNFAIP6, GeneCard:TNFAIP6, HGNC:HGNC:11898, HumanCyc Gene:HS04679, ModBase:P98066, NCBI Gene:7130, OMIM:600410, RefSeq DNA:NT_005403, RefSeq Protein:NP_009046, RefSeq RNA:NM_007115, UCSC Genome Browser:NM_007115, UniProtKB:P98066"
TNF receptor superfamily member 1A,TNFRSF1A,"Comparative Toxicogenomics Database:7132, Ensembl:ENSG00000067182, GenAtlas:TNFRSF1A, GeneCard:TNFRSF1A, HGNC:HGNC:11916, HumanCyc Gene:HS00902, ModBase:P19438, NCBI Gene:7132, OMIM:142680, OMIM:191190, RefSeq DNA:NG_007506, RefSeq DNA:NT_009759, RefSeq Protein:NP_001056, RefSeq RNA:NM_001065, UCSC Genome Browser:NM_001065, UniProtKB:P19438"
TNF receptor superfamily member 1B,TNFRSF1B,"Comparative Toxicogenomics Database:7133, Ensembl:ENSG00000028137, GenAtlas:TNFRSF1B, GeneCard:TNFRSF1B, HGNC:HGNC:11917, HumanCyc Gene:HS00462, ModBase:P20333, NCBI Gene:7133, OMIM:191191, RefSeq DNA:NT_021937, RefSeq Protein:NP_001057, RefSeq RNA:NM_001066, UCSC Genome Browser:NM_001066, UniProtKB:P20333"
"troponin C1, slow skeletal and cardiac type",TNNC1,"Comparative Toxicogenomics Database:7134, Ensembl:ENSG00000114854, GenAtlas:TNNC1, GeneCard:TNNC1, HGNC:HGNC:11943, HumanCyc Gene:HS03809, ModBase:P63316, NCBI Gene:7134, OMIM:191040, OMIM:192600, OMIM:611879, OMIM:613243, RefSeq DNA:NG_008963, RefSeq DNA:NT_022517, RefSeq Protein:NP_003271, RefSeq RNA:NM_003280, UCSC Genome Browser:NM_003280, UniProtKB:P63316, UniProtKB:Q6FH91"
"troponin I2, fast skeletal type",TNNI2,"Comparative Toxicogenomics Database:7136, Ensembl:ENSG00000130598, GenAtlas:TNNI2, GeneCard:TNNI2, HGNC:HGNC:11946, HumanCyc Gene:HS05408, ModBase:P48788, NCBI Gene:7136, OMIM:191043, OMIM:601680, RefSeq DNA:NG_011621, RefSeq DNA:NT_009237, RefSeq Protein:NP_001139301, RefSeq Protein:NP_001139313, RefSeq Protein:NP_003273, RefSeq RNA:NM_001145829, RefSeq RNA:NM_001145841, RefSeq RNA:NM_003282, UCSC Genome Browser:NM_003282, UniProtKB:A6NIV8, UniProtKB:P48788"
"troponin I3, cardiac type",TNNI3,"Comparative Toxicogenomics Database:7137, Ensembl:ENSG00000129991, GenAtlas:TNNI3, GeneCard:TNNI3, HGNC:HGNC:11947, HumanCyc Gene:HS09598, ModBase:P19429, NCBI Gene:7137, OMIM:115210, OMIM:191044, OMIM:611880, OMIM:613286, RefSeq DNA:NG_007866, RefSeq DNA:NT_011109, RefSeq Protein:NP_000354, RefSeq RNA:NM_000363, UCSC Genome Browser:NM_000363, UniProtKB:P19429, UniProtKB:Q6FGX2"
"troponin T1, slow skeletal type",TNNT1,"Comparative Toxicogenomics Database:7138, Ensembl:ENSG00000105048, GenAtlas:TNNT1, GeneCard:TNNT1, HGNC:HGNC:11948, HumanCyc Gene:HS02671, ModBase:P13805, NCBI Gene:7138, OMIM:191041, OMIM:605355, RefSeq DNA:NG_011829, RefSeq DNA:NT_011109, RefSeq Protein:NP_001119604, RefSeq Protein:NP_001119605, RefSeq Protein:NP_003274, RefSeq RNA:NM_001126132, RefSeq RNA:NM_001126133, RefSeq RNA:NM_003283, UCSC Genome Browser:NM_003283, UniProtKB:P13805"
"troponin T2, cardiac type",TNNT2,"Comparative Toxicogenomics Database:7139, Ensembl:ENSG00000118194, GenAtlas:TNNT2, GeneCard:TNNT2, HGNC:HGNC:11949, HumanCyc Gene:HS04199, NCBI Gene:7139, OMIM:115195, OMIM:191045, OMIM:601494, OMIM:612422, RefSeq DNA:NG_007556, RefSeq DNA:NT_004487, RefSeq Protein:NP_000355, RefSeq Protein:NP_001001430, RefSeq Protein:NP_001001431, RefSeq Protein:NP_001001432, RefSeq RNA:NM_000364, RefSeq RNA:NM_001001430, RefSeq RNA:NM_001001431, RefSeq RNA:NM_001001432, UCSC Genome Browser:NM_000364, UniProtKB:P45379, UniProtKB:Q7Z554, UniProtKB:Q9BUF6"
"troponin T3, fast skeletal type",TNNT3,"Comparative Toxicogenomics Database:7140, Ensembl:ENSG00000130595, GenAtlas:TNNT3, GeneCard:TNNT3, HGNC:HGNC:11950, HumanCyc Gene:HS05407, NCBI Gene:7140, OMIM:600692, OMIM:601680, RefSeq DNA:NG_013085, RefSeq DNA:NT_009237, RefSeq Protein:NP_001036245, RefSeq Protein:NP_001036246, RefSeq Protein:NP_001036247, RefSeq Protein:NP_006748, RefSeq RNA:NM_001042780, RefSeq RNA:NM_001042781, RefSeq RNA:NM_001042782, RefSeq RNA:NM_006757, UCSC Genome Browser:NM_006757, UniProtKB:P45378"
transition protein 2,TNP2,"Comparative Toxicogenomics Database:7142, Ensembl:ENSG00000178279, GenAtlas:TNP2, GeneCard:TNP2, HGNC:HGNC:11952, HumanCyc Gene:HS11270, ModBase:Q05952, NCBI Gene:7142, OMIM:190232, RefSeq DNA:NT_010393, RefSeq Protein:NP_005416, RefSeq RNA:NM_005425, UCSC Genome Browser:NM_005425, UniProtKB:Q05952, UniProtKB:Q4VB56"
tensin 1,TNS1,"Comparative Toxicogenomics Database:7145, Ensembl:ENSG00000079308, GenAtlas:TNS1, GeneCard:TNS1, HGNC:HGNC:11973, HumanCyc Gene:HS01319, ModBase:Q9HBL0, NCBI Gene:7145, OMIM:600076, RefSeq DNA:NT_005403, RefSeq Protein:NP_072174, RefSeq RNA:NM_022648, UCSC Genome Browser:NM_022648, UniProtKB:A1L0S7, UniProtKB:Q59G71, UniProtKB:Q86VB0, UniProtKB:Q9HBL0"
tenascin XA (pseudogene),TNXA,"Comparative Toxicogenomics Database:7146, GenAtlas:TNXA, GeneCard:TNXA, HGNC:HGNC:11975, ModBase:Q16473, NCBI Gene:7146, RefSeq DNA:NG_004658, RefSeq DNA:NT_007592, RefSeq DNA:NT_167245, RefSeq DNA:NT_167247, RefSeq DNA:NT_167248, RefSeq DNA:NT_167249, RefSeq RNA:NR_001284"
tenascin XB,TNXB,"Comparative Toxicogenomics Database:7148, Ensembl:ENSG00000168477, Ensembl:ENSG00000229353, Ensembl:ENSG00000233323, GenAtlas:TNXB, GeneCard:TNXB, HGNC:HGNC:11976, ModBase:Q9UMG7, NCBI Gene:7148, OMIM:130020, OMIM:600985, OMIM:606408, RefSeq DNA:NG_000013, RefSeq DNA:NG_004658, RefSeq DNA:NG_005163, RefSeq DNA:NG_008337, RefSeq DNA:NT_007592, RefSeq DNA:NT_113891, RefSeq DNA:NT_167244, RefSeq DNA:NT_167245, RefSeq DNA:NT_167246, RefSeq DNA:NT_167247, RefSeq DNA:NT_167248, RefSeq DNA:NT_167249, RefSeq Protein:NP_061978, RefSeq Protein:NP_115859, RefSeq RNA:NM_019105, RefSeq RNA:NM_032470, UCSC Genome Browser:NM_019105, UniProtKB:O95680, UniProtKB:O95681, UniProtKB:P22105, UniProtKB:Q6IPK3, UniProtKB:Q9Y464"
DNA topoisomerase II alpha,TOP2A,"Comparative Toxicogenomics Database:7153, Ensembl:ENSG00000131747, GenAtlas:TOP2A, GeneCard:TOP2A, HGNC:HGNC:11989, HumanCyc Gene:HS05560, ModBase:P11388, NCBI Gene:7153, OMIM:126430, RefSeq DNA:NT_010783, RefSeq Protein:NP_001058, RefSeq RNA:NM_001067, UCSC Genome Browser:NM_001067, UniProtKB:P11388"
tumor protein p53,TP53,"Comparative Toxicogenomics Database:7157, Ensembl:ENSG00000141510, GenAtlas:TP53, GeneCard:TP53, HGNC:HGNC:11998, HumanCyc Gene:HS06839, NCBI Gene:7157, OMIM:114480, OMIM:114500, OMIM:114550, OMIM:151623, OMIM:161550, OMIM:191170, OMIM:202300, OMIM:259500, OMIM:260350, OMIM:260500, RefSeq DNA:NG_017013, RefSeq DNA:NT_010718, RefSeq Protein:NP_000537, RefSeq Protein:NP_001119584, RefSeq Protein:NP_001119585, RefSeq Protein:NP_001119586, RefSeq Protein:NP_001119587, RefSeq Protein:NP_001119588, RefSeq Protein:NP_001119589, RefSeq RNA:NM_000546, RefSeq RNA:NM_001126112, RefSeq RNA:NM_001126113, RefSeq RNA:NM_001126114, RefSeq RNA:NM_001126115, RefSeq RNA:NM_001126116, RefSeq RNA:NM_001126117, UCSC Genome Browser:NM_000546, UniProtKB:P04637, UniProtKB:Q3LRW1, UniProtKB:Q3LRW2, UniProtKB:Q3LRW3, UniProtKB:Q3LRW4, UniProtKB:Q3LRW5, UniProtKB:Q53GA5"
tumor protein p53 binding protein 1,TP53BP1,"Comparative Toxicogenomics Database:7158, Ensembl:ENSG00000067369, GenAtlas:TP53BP1, GeneCard:TP53BP1, HGNC:HGNC:11999, HumanCyc Gene:HS00908, ModBase:Q12888, NCBI Gene:7158, OMIM:605230, RefSeq DNA:NT_010194, RefSeq Protein:NP_001135451, RefSeq Protein:NP_001135452, RefSeq Protein:NP_005648, RefSeq RNA:NM_001141979, RefSeq RNA:NM_001141980, RefSeq RNA:NM_005657, UCSC Genome Browser:NM_005657, UniProtKB:Q12888"
tumor protein p73,TP73,"Comparative Toxicogenomics Database:7161, Ensembl:ENSG00000078900, GenAtlas:TP73, GeneCard:TP73, HGNC:HGNC:12003, HumanCyc Gene:HS01306, ModBase:Q9NTK8, NCBI Gene:7161, OMIM:601990, RefSeq DNA:NG_017035, RefSeq DNA:NT_004350, RefSeq Protein:NP_001119712, RefSeq Protein:NP_001119713, RefSeq Protein:NP_001119714, RefSeq Protein:NP_001191113, RefSeq Protein:NP_001191114, RefSeq Protein:NP_001191115, RefSeq Protein:NP_001191116, RefSeq Protein:NP_001191117, RefSeq Protein:NP_001191118, RefSeq Protein:NP_001191119, RefSeq Protein:NP_001191120, RefSeq Protein:NP_001191121, RefSeq Protein:NP_005418, RefSeq RNA:NM_001126240, RefSeq RNA:NM_001126241, RefSeq RNA:NM_001126242, RefSeq RNA:NM_001204184, RefSeq RNA:NM_001204185, RefSeq RNA:NM_001204186, RefSeq RNA:NM_001204187, RefSeq RNA:NM_001204188, RefSeq RNA:NM_001204189, RefSeq RNA:NM_001204190, RefSeq RNA:NM_001204191, RefSeq RNA:NM_001204192, RefSeq RNA:NM_005427, UCSC Genome Browser:NM_005427, UniProtKB:O15350"
trophoblast glycoprotein,TPBG,"Comparative Toxicogenomics Database:7162, Ensembl:ENSG00000146242, GenAtlas:TPBG, GeneCard:TPBG, HGNC:HGNC:12004, ModBase:Q13641, NCBI Gene:7162, OMIM:190920, RefSeq DNA:NT_007299, RefSeq Protein:NP_001159864, RefSeq Protein:NP_006661, RefSeq RNA:NM_001166392, RefSeq RNA:NM_006670, UCSC Genome Browser:NM_006670, UniProtKB:A8K555, UniProtKB:Q13641"
tumor protein D52,TPD52,"Comparative Toxicogenomics Database:7163, Ensembl:ENSG00000076554, GenAtlas:TPD52, GeneCard:TPD52, HGNC:HGNC:12005, HumanCyc Gene:HS01210, ModBase:P55327, NCBI Gene:7163, OMIM:604068, RefSeq DNA:NT_008183, RefSeq Protein:NP_001020423, RefSeq Protein:NP_001020424, RefSeq Protein:NP_005070, RefSeq RNA:NM_001025252, RefSeq RNA:NM_001025253, RefSeq RNA:NM_005079, UCSC Genome Browser:NM_005079, UniProtKB:A6NCF2, UniProtKB:D0UFD4, UniProtKB:P55327"
TPD52 like 1,TPD52L1,"Comparative Toxicogenomics Database:7164, Ensembl:ENSG00000111907, GenAtlas:TPD52L1, GeneCard:TPD52L1, HGNC:HGNC:12006, HumanCyc Gene:HS03484, ModBase:Q9BUQ6, NCBI Gene:7164, OMIM:604069, RefSeq DNA:NT_025741, RefSeq Protein:NP_001003395, RefSeq Protein:NP_001003396, RefSeq Protein:NP_001003397, RefSeq Protein:NP_003278, RefSeq RNA:NM_001003395, RefSeq RNA:NM_001003396, RefSeq RNA:NM_001003397, RefSeq RNA:NM_003287, UCSC Genome Browser:NM_003287, UniProtKB:Q16890"
TPD52 like 2,TPD52L2,"Comparative Toxicogenomics Database:7165, Ensembl:ENSG00000101150, GenAtlas:TPD52L2, GeneCard:TPD52L2, HGNC:HGNC:12007, HumanCyc Gene:HS02202, ModBase:O43399, NCBI Gene:7165, OMIM:603747, RefSeq DNA:NT_011333, RefSeq Protein:NP_003279, RefSeq Protein:NP_955391, RefSeq Protein:NP_955392, RefSeq Protein:NP_955393, RefSeq Protein:NP_955394, RefSeq Protein:NP_955395, RefSeq RNA:NM_003288, RefSeq RNA:NM_199359, RefSeq RNA:NM_199360, RefSeq RNA:NM_199361, RefSeq RNA:NM_199362, RefSeq RNA:NM_199363, UCSC Genome Browser:NM_003288, UniProtKB:O43399, UniProtKB:Q5JWU6, UniProtKB:Q5U0E0, UniProtKB:Q68E05, UniProtKB:Q6FGS1"
tropomyosin 1,TPM1,"Comparative Toxicogenomics Database:7168, Ensembl:ENSG00000140416, GenAtlas:TPM1, GeneCard:TPM1, HGNC:HGNC:12010, HumanCyc Gene:HS06714, ModBase:Q9UCI2, NCBI Gene:7168, OMIM:115196, OMIM:191010, OMIM:611878, RefSeq DNA:NG_007557, RefSeq DNA:NT_010194, RefSeq Protein:NP_000357, RefSeq Protein:NP_001018004, RefSeq Protein:NP_001018005, RefSeq Protein:NP_001018006, RefSeq Protein:NP_001018007, RefSeq Protein:NP_001018008, RefSeq Protein:NP_001018020, RefSeq RNA:NM_000366, RefSeq RNA:NM_001018004, RefSeq RNA:NM_001018005, RefSeq RNA:NM_001018006, RefSeq RNA:NM_001018007, RefSeq RNA:NM_001018008, RefSeq RNA:NM_001018020, UCSC Genome Browser:NM_000366, UniProtKB:O15513, UniProtKB:P09493, UniProtKB:Q9Y427"
tropomyosin 2,TPM2,"Comparative Toxicogenomics Database:7169, Ensembl:ENSG00000198467, GenAtlas:TPM2, GeneCard:TPM2, HGNC:HGNC:12011, ModBase:P07951, NCBI Gene:7169, OMIM:108120, OMIM:161800, OMIM:190990, OMIM:601680, OMIM:609285, RefSeq DNA:NG_011620, RefSeq DNA:NT_008413, RefSeq Protein:NP_003280, RefSeq Protein:NP_998839, RefSeq RNA:NM_003289, RefSeq RNA:NM_213674, UCSC Genome Browser:NM_003289, UniProtKB:P07951"
tropomyosin 3,TPM3,"Comparative Toxicogenomics Database:7170, Ensembl:ENSG00000143549, GenAtlas:TPM3, GeneCard:TPM3, HGNC:HGNC:12012, HumanCyc Gene:HS07075, ModBase:P06753, NCBI Gene:7170, OMIM:161800, OMIM:191030, OMIM:609284, RefSeq DNA:NG_008621, RefSeq DNA:NT_004487, RefSeq Protein:NP_001036816, RefSeq Protein:NP_001036817, RefSeq Protein:NP_001036818, RefSeq Protein:NP_689476, RefSeq Protein:NP_705935, RefSeq RNA:NM_001043351, RefSeq RNA:NM_001043352, RefSeq RNA:NM_001043353, RefSeq RNA:NM_152263, RefSeq RNA:NM_153649, UCSC Genome Browser:NM_152263, UniProtKB:P06753, UniProtKB:Q5VU66, UniProtKB:Q5VU72"
thyroid peroxidase,TPO,"Comparative Toxicogenomics Database:7173, Ensembl:ENSG00000115705, GenAtlas:TPO, GeneCard:TPO, HGNC:HGNC:12015, HumanCyc Gene:HS03930, ModBase:Q8TCI9, NCBI Gene:7173, OMIM:274500, OMIM:606765, RefSeq DNA:NG_011581, RefSeq DNA:NT_022221, RefSeq Protein:NP_000538, RefSeq Protein:NP_001193673, RefSeq Protein:NP_001193674, RefSeq Protein:NP_783650, RefSeq Protein:NP_783652, RefSeq Protein:NP_783653, RefSeq RNA:NM_000547, RefSeq RNA:NM_001206744, RefSeq RNA:NM_001206745, RefSeq RNA:NM_175719, RefSeq RNA:NM_175721, RefSeq RNA:NM_175722, UCSC Genome Browser:NM_000547, UniProtKB:P07202, UniProtKB:Q502Y3, UniProtKB:Q6P534"
tripeptidyl peptidase 2,TPP2,"Comparative Toxicogenomics Database:7174, Ensembl:ENSG00000134900, GenAtlas:TPP2, GeneCard:TPP2, HGNC:HGNC:12016, HumanCyc Gene:HS05928, ModBase:P29144, NCBI Gene:7174, OMIM:190470, RefSeq DNA:NT_009952, RefSeq Protein:NP_003282, RefSeq RNA:NM_003291, UCSC Genome Browser:NM_003291, UniProtKB:P29144"
tryptase alpha/beta 1,TPSAB1,"Comparative Toxicogenomics Database:7177, Ensembl:ENSG00000172236, GenAtlas:TPSAB1, GeneCard:TPSAB1, HGNC:HGNC:12019, ModBase:P15157, ModBase:Q15661, NCBI Gene:7177, OMIM:191080, RefSeq DNA:NG_005083, RefSeq DNA:NT_010393, RefSeq Protein:NP_003285, RefSeq RNA:NM_003294, UCSC Genome Browser:NM_003294, UniProtKB:P20231, UniProtKB:Q15661"
